"Month","Sex","Employment_status","Main_occupation","Count"
"431",1989 Nov,"Females","Part time","Sales Workers",302.29583044
"432",1989 Nov,"Females","Part time","Technicians and Trades Workers",42.96606054
"433",1989 Nov,"Males","Full time","Clerical and Administrative Workers",173.03535178
"434",1989 Nov,"Males","Full time","Community and Personal Service Workers",144.33869721
"435",1989 Nov,"Males","Full time","Labourers",579.98766122
"436",1989 Nov,"Males","Full time","Machinery Operators and Drivers",487.86527303
"437",1989 Nov,"Males","Full time","Managers",652.09349453
"438",1989 Nov,"Males","Full time","Professionals",639.13619345
"439",1989 Nov,"Males","Full time","Sales Workers",396.28314744
"440",1989 Nov,"Males","Full time","Technicians and Trades Workers",1176.63975853
"441",1989 Nov,"Males","Part time","Clerical and Administrative Workers",9.21182167
"442",1989 Nov,"Males","Part time","Community and Personal Service Workers",26.31560184
"443",1989 Nov,"Males","Part time","Labourers",119.83144299
"444",1989 Nov,"Males","Part time","Machinery Operators and Drivers",32.74420558
"445",1989 Nov,"Males","Part time","Managers",32.4730653
"446",1989 Nov,"Males","Part time","Professionals",46.5927757
"447",1989 Nov,"Males","Part time","Sales Workers",61.45471329
"448",1989 Nov,"Males","Part time","Technicians and Trades Workers",45.509478
"449",1990 Feb,"Females","Full time","Clerical and Administrative Workers",576.75781902
"450",1990 Feb,"Females","Full time","Community and Personal Service Workers",140.10059802
"451",1990 Feb,"Females","Full time","Labourers",186.58081275
"452",1990 Feb,"Females","Full time","Machinery Operators and Drivers",71.52910822
"453",1990 Feb,"Females","Full time","Managers",186.18094803
"454",1990 Feb,"Females","Full time","Professionals",380.92809381
"455",1990 Feb,"Females","Full time","Sales Workers",308.23627282
"456",1990 Feb,"Females","Full time","Technicians and Trades Workers",110.37152194
"457",1990 Feb,"Females","Part time","Clerical and Administrative Workers",282.85933058
"458",1990 Feb,"Females","Part time","Community and Personal Service Workers",152.69546567
"459",1990 Feb,"Females","Part time","Labourers",205.98154413
"460",1990 Feb,"Females","Part time","Machinery Operators and Drivers",27.24654227
"461",1990 Feb,"Females","Part time","Managers",91.2205935
"462",1990 Feb,"Females","Part time","Professionals",156.83193549
"463",1990 Feb,"Females","Part time","Sales Workers",290.41979425
"464",1990 Feb,"Females","Part time","Technicians and Trades Workers",38.57931509
"465",1990 Feb,"Males","Full time","Clerical and Administrative Workers",182.28844758
"466",1990 Feb,"Males","Full time","Community and Personal Service Workers",146.46556086
"467",1990 Feb,"Males","Full time","Labourers",564.70725228
"468",1990 Feb,"Males","Full time","Machinery Operators and Drivers",481.54263137
"469",1990 Feb,"Males","Full time","Managers",666.67803851
"470",1990 Feb,"Males","Full time","Professionals",638.84966576
"471",1990 Feb,"Males","Full time","Sales Workers",406.10844201
"472",1990 Feb,"Males","Full time","Technicians and Trades Workers",1160.19435739
"473",1990 Feb,"Males","Part time","Clerical and Administrative Workers",9.27843253
"474",1990 Feb,"Males","Part time","Community and Personal Service Workers",25.43569435
"475",1990 Feb,"Males","Part time","Labourers",106.42399149
"476",1990 Feb,"Males","Part time","Machinery Operators and Drivers",29.37892923
"477",1990 Feb,"Males","Part time","Managers",31.48454973
"478",1990 Feb,"Males","Part time","Professionals",42.84546668
"479",1990 Feb,"Males","Part time","Sales Workers",63.9755064
"480",1990 Feb,"Males","Part time","Technicians and Trades Workers",40.81360047
"481",1990 May,"Females","Full time","Clerical and Administrative Workers",559.0086711
"482",1990 May,"Females","Full time","Community and Personal Service Workers",142.63378296
"483",1990 May,"Females","Full time","Labourers",188.09608816
"484",1990 May,"Females","Full time","Machinery Operators and Drivers",71.7366496
"485",1990 May,"Females","Full time","Managers",185.37348702
"486",1990 May,"Females","Full time","Professionals",385.6073413
"487",1990 May,"Females","Full time","Sales Workers",320.0316457
"488",1990 May,"Females","Full time","Technicians and Trades Workers",118.60290438
"489",1990 May,"Females","Part time","Clerical and Administrative Workers",294.29520613
"490",1990 May,"Females","Part time","Community and Personal Service Workers",171.37507799
"491",1990 May,"Females","Part time","Labourers",214.98116882
"492",1990 May,"Females","Part time","Machinery Operators and Drivers",26.51146624
"493",1990 May,"Females","Part time","Managers",94.03514533
"494",1990 May,"Females","Part time","Professionals",176.33899857
"495",1990 May,"Females","Part time","Sales Workers",291.83530046
"496",1990 May,"Females","Part time","Technicians and Trades Workers",44.4589106
"497",1990 May,"Males","Full time","Clerical and Administrative Workers",186.34127959
"498",1990 May,"Males","Full time","Community and Personal Service Workers",147.73495972
"499",1990 May,"Males","Full time","Labourers",574.83415234
"500",1990 May,"Males","Full time","Machinery Operators and Drivers",473.97190106
"501",1990 May,"Males","Full time","Managers",661.87566133
"502",1990 May,"Males","Full time","Professionals",638.30944978
"503",1990 May,"Males","Full time","Sales Workers",404.57488955
"504",1990 May,"Males","Full time","Technicians and Trades Workers",1151.94345243
"505",1990 May,"Males","Part time","Clerical and Administrative Workers",11.37476142
"506",1990 May,"Males","Part time","Community and Personal Service Workers",32.90572939
"507",1990 May,"Males","Part time","Labourers",112.02160245
"508",1990 May,"Males","Part time","Machinery Operators and Drivers",29.33421632
"509",1990 May,"Males","Part time","Managers",36.302997
"510",1990 May,"Males","Part time","Professionals",47.28962907
"511",1990 May,"Males","Part time","Sales Workers",68.58826429
"512",1990 May,"Males","Part time","Technicians and Trades Workers",46.13888661
"513",1990 Aug,"Females","Full time","Clerical and Administrative Workers",554.06147579
"514",1990 Aug,"Females","Full time","Community and Personal Service Workers",138.11235388
"515",1990 Aug,"Females","Full time","Labourers",161.99468778
"516",1990 Aug,"Females","Full time","Machinery Operators and Drivers",69.42783002
"517",1990 Aug,"Females","Full time","Managers",189.65995892
"518",1990 Aug,"Females","Full time","Professionals",402.88315615
"519",1990 Aug,"Females","Full time","Sales Workers",311.29084938
"520",1990 Aug,"Females","Full time","Technicians and Trades Workers",117.17602109
"521",1990 Aug,"Females","Part time","Clerical and Administrative Workers",282.40267719
"522",1990 Aug,"Females","Part time","Community and Personal Service Workers",174.34995775
"523",1990 Aug,"Females","Part time","Labourers",218.4299461
"524",1990 Aug,"Females","Part time","Machinery Operators and Drivers",27.10187414
"525",1990 Aug,"Females","Part time","Managers",90.22882586
"526",1990 Aug,"Females","Part time","Professionals",173.39343249
"527",1990 Aug,"Females","Part time","Sales Workers",294.42591006
"528",1990 Aug,"Females","Part time","Technicians and Trades Workers",41.05725154
"529",1990 Aug,"Males","Full time","Clerical and Administrative Workers",176.0020297
"530",1990 Aug,"Males","Full time","Community and Personal Service Workers",148.02287248
"531",1990 Aug,"Males","Full time","Labourers",557.34373973
"532",1990 Aug,"Males","Full time","Machinery Operators and Drivers",471.98567026
"533",1990 Aug,"Males","Full time","Managers",658.09886724
"534",1990 Aug,"Males","Full time","Professionals",648.01355943
"535",1990 Aug,"Males","Full time","Sales Workers",392.82539483
"536",1990 Aug,"Males","Full time","Technicians and Trades Workers",1144.63422592
"537",1990 Aug,"Males","Part time","Clerical and Administrative Workers",9.80809139
"538",1990 Aug,"Males","Part time","Community and Personal Service Workers",31.88699596
"539",1990 Aug,"Males","Part time","Labourers",106.79021203
"540",1990 Aug,"Males","Part time","Machinery Operators and Drivers",28.87488063
"541",1990 Aug,"Males","Part time","Managers",30.22917176
"542",1990 Aug,"Males","Part time","Professionals",49.59093201
"543",1990 Aug,"Males","Part time","Sales Workers",61.06675913
"544",1990 Aug,"Males","Part time","Technicians and Trades Workers",46.81327629
"545",1990 Nov,"Females","Full time","Clerical and Administrative Workers",561.81379395
"546",1990 Nov,"Females","Full time","Community and Personal Service Workers",130.65947801
"547",1990 Nov,"Females","Full time","Labourers",172.34393778
"548",1990 Nov,"Females","Full time","Machinery Operators and Drivers",69.72702825
"549",1990 Nov,"Females","Full time","Managers",195.64138947
"550",1990 Nov,"Females","Full time","Professionals",385.70982292
"551",1990 Nov,"Females","Full time","Sales Workers",324.27846451
"552",1990 Nov,"Females","Full time","Technicians and Trades Workers",108.778884
"553",1990 Nov,"Females","Part time","Clerical and Administrative Workers",272.73753117
"554",1990 Nov,"Females","Part time","Community and Personal Service Workers",177.70320708
"555",1990 Nov,"Females","Part time","Labourers",221.73304626
"556",1990 Nov,"Females","Part time","Machinery Operators and Drivers",24.59758387
"557",1990 Nov,"Females","Part time","Managers",101.4772294
"558",1990 Nov,"Females","Part time","Professionals",178.16705031
"559",1990 Nov,"Females","Part time","Sales Workers",306.97981583
"560",1990 Nov,"Females","Part time","Technicians and Trades Workers",43.73127475
"561",1990 Nov,"Males","Full time","Clerical and Administrative Workers",177.57706786
"562",1990 Nov,"Males","Full time","Community and Personal Service Workers",142.93426218
"563",1990 Nov,"Males","Full time","Labourers",561.51356039
"564",1990 Nov,"Males","Full time","Machinery Operators and Drivers",463.34659736
"565",1990 Nov,"Males","Full time","Managers",652.06256697
"566",1990 Nov,"Males","Full time","Professionals",643.54021904
"567",1990 Nov,"Males","Full time","Sales Workers",404.40623869
"568",1990 Nov,"Males","Full time","Technicians and Trades Workers",1130.86271272
"569",1990 Nov,"Males","Part time","Clerical and Administrative Workers",10.77116934
"570",1990 Nov,"Males","Part time","Community and Personal Service Workers",32.5842978
"571",1990 Nov,"Males","Part time","Labourers",125.23174905
"572",1990 Nov,"Males","Part time","Machinery Operators and Drivers",29.69310133
"573",1990 Nov,"Males","Part time","Managers",30.61031542
"574",1990 Nov,"Males","Part time","Professionals",41.36918586
"575",1990 Nov,"Males","Part time","Sales Workers",59.93835118
"576",1990 Nov,"Males","Part time","Technicians and Trades Workers",44.40179045
"577",1991 Feb,"Females","Full time","Clerical and Administrative Workers",569.3839209
"578",1991 Feb,"Females","Full time","Community and Personal Service Workers",121.58607768
"579",1991 Feb,"Females","Full time","Labourers",166.63581295
"580",1991 Feb,"Females","Full time","Machinery Operators and Drivers",64.37299317
"581",1991 Feb,"Females","Full time","Managers",196.41583439
"582",1991 Feb,"Females","Full time","Professionals",391.76779651
"583",1991 Feb,"Females","Full time","Sales Workers",306.61316265
"584",1991 Feb,"Females","Full time","Technicians and Trades Workers",103.86949429
"585",1991 Feb,"Females","Part time","Clerical and Administrative Workers",285.20719546
"586",1991 Feb,"Females","Part time","Community and Personal Service Workers",167.7395976
"587",1991 Feb,"Females","Part time","Labourers",208.04605713
"588",1991 Feb,"Females","Part time","Machinery Operators and Drivers",25.22476852
"589",1991 Feb,"Females","Part time","Managers",95.28771842
"590",1991 Feb,"Females","Part time","Professionals",165.97679877
"591",1991 Feb,"Females","Part time","Sales Workers",296.70661166
"592",1991 Feb,"Females","Part time","Technicians and Trades Workers",42.10441935
"593",1991 Feb,"Males","Full time","Clerical and Administrative Workers",181.92377772
"594",1991 Feb,"Males","Full time","Community and Personal Service Workers",140.85519078
"595",1991 Feb,"Males","Full time","Labourers",544.27652045
"596",1991 Feb,"Males","Full time","Machinery Operators and Drivers",465.85877401
"597",1991 Feb,"Males","Full time","Managers",641.72249286
"598",1991 Feb,"Males","Full time","Professionals",648.86677581
"599",1991 Feb,"Males","Full time","Sales Workers",393.19114904
"600",1991 Feb,"Males","Full time","Technicians and Trades Workers",1106.97037754
"601",1991 Feb,"Males","Part time","Clerical and Administrative Workers",11.96092922
"602",1991 Feb,"Males","Part time","Community and Personal Service Workers",31.13139576
"603",1991 Feb,"Males","Part time","Labourers",123.15625116
"604",1991 Feb,"Males","Part time","Machinery Operators and Drivers",31.23978375
"605",1991 Feb,"Males","Part time","Managers",33.14122565
"606",1991 Feb,"Males","Part time","Professionals",42.03139333
"607",1991 Feb,"Males","Part time","Sales Workers",58.23735936
"608",1991 Feb,"Males","Part time","Technicians and Trades Workers",47.27893789
"609",1991 May,"Females","Full time","Clerical and Administrative Workers",555.51576677
"610",1991 May,"Females","Full time","Community and Personal Service Workers",130.22284909
"611",1991 May,"Females","Full time","Labourers",165.139142
"612",1991 May,"Females","Full time","Machinery Operators and Drivers",63.12920611
